common_name,pubchem_id,flavor_profile,detail_url,CID,MolecularFormula,MolecularWeight,SMILES,ConnectivitySMILES,IUPACName
"D-Fructose-1,6-13C2",71308848,sweet-like,,71308848,C6H12O6,182.14,[13CH2]1C([C@H]([C@@H](C(O1)([13CH2]O)O)O)O)O,C1C(C(C(C(O1)(CO)O)O)O)O,"(3S,4R)-2-(hydroxy(113C)methyl)(613C)oxane-2,3,4,5-tetrol"
287100-69-0,71308893,sweet-like,,71308893,C6H14O6,183.16,C([C@H]([C@H]([C@@H]([13C@@H](CO)O)O)O)O)O,C(C(C(C(C(CO)O)O)O)O)O,"(2R,3R,4R,5R)-(213C)hexane-1,2,3,4,5,6-hexol"
312623-94-2,71309127,sweet-like,,71309127,C6H12O6,181.15,[13CH2]1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O,C1C(C(C(C(O1)(CO)O)O)O)O,"(3S,4R,5R)-2-(hydroxymethyl)(613C)oxane-2,3,4,5-tetrol"
D-[UL-13C6]galactose,71309128,sweet-like,,71309128,C6H12O6,186.11,[13CH2]([13C@@H]1[13C@@H]([13C@@H]([13C@H]([13CH](O1)O)O)O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O,"(3R,4S,5R,6R)-6-(hydroxy(113C)methyl)(2,3,4,5,6-13C5)oxane-2,3,4,5-tetrol"
Dextrose-3-13C,71309129,sweet-like,,71309129,C6H12O6,181.15,C([C@@H]1[C@H]([13C@@H]([C@H](C(O1)O)O)O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O,"(3R,4S,5S,6R)-6-(hydroxymethyl)(413C)oxane-2,3,4,5-tetrol"
D-[UL-13C6]MANNITOL,71309139,sweet-like,,71309139,C6H14O6,188.13,[13CH2]([13C@H]([13C@H]([13C@@H]([13C@@H]([13CH2]O)O)O)O)O)O,C(C(C(C(C(CO)O)O)O)O)O,"(2R,3R,4R,5R)-(1,2,3,4,5,6-13C6)hexane-1,2,3,4,5,6-hexol"
D-Mannose-13C6,71309140,sweet-like,,71309140,C6H12O6,186.11,[13CH2]([13C@@H]1[13C@H]([13C@@H]([13C@@H]([13CH](O1)O)O)O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O,"(3S,4S,5S,6R)-6-(hydroxy(113C)methyl)(2,3,4,5,6-13C5)oxane-2,3,4,5-tetrol"
D-Glucitol-2-13C,71309142,sweet-like,,71309142,C6H14O6,183.16,C(C(C(C([13CH](CO)O)O)O)O)O,C(C(C(C(C(CO)O)O)O)O)O,"(213C)hexane-1,2,3,4,5,6-hexol"
D-Mannitol-1-13C,71309249,sweet-like,,71309249,C6H14O6,183.16,C([C@H]([C@H]([C@@H]([C@@H]([13CH2]O)O)O)O)O)O,C(C(C(C(C(CO)O)O)O)O)O,"(2R,3R,4R,5R)-(113C)hexane-1,2,3,4,5,6-hexol"
Cholaxine-13C6,71309251,sweet-like,,71309251,C6H14O6,188.13,[13CH2]([13C@H]([13C@H]([13C@@H]([13C@H]([13CH2]O)O)O)O)O)O,C(C(C(C(C(CO)O)O)O)O)O,"(2S,3R,4R,5R)-(1,2,3,4,5,6-13C6)hexane-1,2,3,4,5,6-hexol"
Adenosine 2 inverted exclamation marka-monophosphate hemihydrate,71309328,sweet-like,,71309328,C10H16N5O8P,365.24,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H](C(C(O3)CO)O)OP(=O)(O)O)N.O,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)OP(=O)(O)O)N.O,"[(2R,3R)-2-(6-aminopurin-9-yl)-4-hydroxy-5-(hydroxymethyl)oxolan-3-yl] dihydrogen phosphate;hydrate"
CID 71309329,71309329,sweet-like,,71309329,C10H14N5O7P,347.22,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H](C(C(O3)CO)O)OP(=O)(O)O)N,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)OP(=O)(O)O)N,"[(2R,3R)-2-(6-aminopurin-9-yl)-4-hydroxy-5-(hydroxymethyl)oxolan-3-yl] dihydrogen phosphate"
L-Lactulose-13C12,71309338,sweet-like,,71309338,C12H22O11,354.21,[13CH2]([13C@@H]1[13C@@H]([13C@@H]([13C@H]([13C@@H](O1)O[13C@@H]2[13C@H](O[13C@]([13C@H]2O)([13CH2]O)O)[13CH2]O)O)O)O)O,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,"(2S,3R,4S,5R,6R)-2-[(2R,3S,4S,5S)-4,5-dihydroxy-2,5-bis(hydroxy(113C)methyl)(2,3,4,5-13C4)oxolan-3-yl]oxy-6-(hydroxy(113C)methyl)(2,3,4,5,6-13C5)oxane-3,4,5-triol"
AMP-15N5 sodium salt,71309344,sweet-like,,71309344,C10H12N5Na2O7P,396.15,C1=[15N]C(=C2C(=[15N]1)[15N](C=[15N]2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])[O-])O)O)[15NH2].[Na+].[Na+],C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])[O-])O)O)N.[Na+].[Na+],"disodium;[(2R,3S,4R,5R)-5-(6-(15N)azanylpurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate"
"D-Glucose-1,2-13C2",71309394,sweet-like,,71309394,C6H12O6,182.14,C([C@H]([C@H]([C@@H]([13C@H]([13CH]=O)O)O)O)O)O,C(C(C(C(C(C=O)O)O)O)O)O,"(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxy(1,2-13C2)hexanal"
D-Glucose-6-13C,71309492,sweet-like,,71309492,C6H12O6,181.15,[13CH2]([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O,C(C(C(C(C(C=O)O)O)O)O)O,"(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxy(613C)hexanal"
"D-Glucose-1,6-13C2",71309493,sweet-like,,71309493,C6H12O6,182.14,[13CH2]([C@H]([C@H]([C@@H]([C@H]([13CH]=O)O)O)O)O)O,C(C(C(C(C(C=O)O)O)O)O)O,"(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxy(1,6-13C2)hexanal"
D-Mannose-6-13C,71309503,sweet-like,,71309503,C6H12O6,181.15,[13CH2]([C@@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O,"(3S,4S,5S,6R)-6-(hydroxy(113C)methyl)oxane-2,3,4,5-tetrol"
"Dextrose-2,5-13C2",71309513,sweet-like,,71309513,C6H12O6,182.14,C([13C@@H]1[C@H]([C@@H]([13C@H](C(O1)O)O)O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O,"(3R,4S,5S,6R)-6-(hydroxymethyl)(3,6-13C2)oxane-2,3,4,5-tetrol"
"Dextrose-4,5-13C2",71309514,sweet-like,,71309514,C6H12O6,182.14,C([13C@@H]1[13C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O,"(3R,4S,5S,6R)-6-(hydroxymethyl)(5,6-13C2)oxane-2,3,4,5-tetrol"
"D-Glucose-1,2,3-13C3",71309671,sweet-like,,71309671,C6H12O6,183.13,C([C@@H]1[C@H]([13C@@H]([13C@H]([13CH](O1)O)O)O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O,"(3R,4S,5S,6R)-6-(hydroxymethyl)(2,3,4-13C3)oxane-2,3,4,5-tetrol"
2-Deoxy-D-[1-13C]Arabino-Hexose,71309709,sweet-like,,71309709,C6H12O5,165.15,C1[C@H]([C@@H]([C@H](O[13CH]1O)CO)O)O,C1C(C(C(OC1O)CO)O)O,"(4R,5S,6R)-6-(hydroxymethyl)(213C)oxane-2,4,5-triol"
D-Fructose-d12,71309810,sweet-like,,71309810,C6H12O6,192.23,[2H][C@@]1([C@@](OC([C@](C1([2H])O[2H])([2H])O[2H])([2H])[2H])(C([2H])([2H])O[2H])O[2H])O[2H],C1C(C(C(C(O1)(CO)O)O)O)O,"(3S,5R,6S)-2,2,3,4,5-pentadeuterio-3,4,5,6-tetradeuteriooxy-6-[dideuterio(deuteriooxy)methyl]oxane"
D-Trehalose-13C12,71309828,sweet-like,,71309828,C12H22O11,354.21,[13CH2]([13C@@H]1[13C@H]([13C@@H]([13C@H]([13C@H](O1)O[13C@@H]2[13C@@H]([13C@H]([13C@@H]([13C@H](O2)[13CH2]O)O)O)O)O)O)O)O,C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,"(2R,3S,4S,5R,6R)-2-(hydroxy(113C)methyl)-6-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxy(113C)methyl)(2,3,4,5,6-13C5)oxan-2-yl]oxy(2,3,4,5,6-13C5)oxane-3,4,5-triol"
D-Mannose-3-13C,71309852,sweet-like,,71309852,C6H12O6,181.15,C([C@@H]1[C@H]([13C@@H]([C@@H](C(O1)O)O)O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O,"(3S,4S,5S,6R)-6-(hydroxymethyl)(413C)oxane-2,3,4,5-tetrol"
D-Levulose-d7,71309883,sweet-like,,71309883,C6H12O6,187.20,[2H][C@]1([C@](C(OC([C@@]1([2H])O)(C([2H])([2H])O)O)([2H])[2H])([2H])O)O,C1C(C(C(C(O1)(CO)O)O)O)O,"(3S,4R,5R)-3,4,5,6,6-pentadeuterio-2-[dideuterio(hydroxy)methyl]oxane-2,3,4,5-tetrol"
D-Mannose-5-13C,71309905,sweet-like,,71309905,C6H12O6,181.15,C([13C@@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O,"(3S,4S,5S,6R)-6-(hydroxymethyl)(613C)oxane-2,3,4,5-tetrol"
D-Mannose-4-13C,71309908,sweet-like,,71309908,C6H12O6,181.15,C([C@@H]1[13C@H]([C@@H]([C@@H](C(O1)O)O)O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O,"(3S,4S,5S,6R)-6-(hydroxymethyl)(513C)oxane-2,3,4,5-tetrol"
Maltobiose-1 inverted exclamation marka-13C,71309917,sweet-like,,71309917,C12H24O12,361.30,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[13CH]([C@@H]([C@H]2O)O)O)CO)O)O)O)O.O,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O.O,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[(2R,3S,4R,5R)-4,5,6-trihydroxy-2-(hydroxymethyl)(613C)oxan-3-yl]oxyoxane-3,4,5-triol;hydrate"
CID 71309918,71309918,sweet-like,,71309918,C12H22O11,343.29,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[13CH]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[(2R,3S,4R,5R)-4,5,6-trihydroxy-2-(hydroxymethyl)(613C)oxan-3-yl]oxyoxane-3,4,5-triol"
Sucrose-(glucose-1-13C),71309926,sweet-like,,71309926,C12H22O11,343.29,C([C@@H]1[C@H]([C@@H]([C@H]([13CH](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,"(3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)(213C)oxane-3,4,5-triol"
Deuterated Glucose,71309927,sweet-like,,71309927,C6H12O6,187.20,[2H][C@@]1([C@]([C@](OC([C@]1([2H])O)([2H])O)([2H])C([2H])([2H])O)([2H])O)O,C(C1C(C(C(C(O1)O)O)O)O)O,"(3R,4S,5S,6S)-2,3,4,5,6-pentadeuterio-6-[dideuterio(hydroxy)methyl]oxane-2,3,4,5-tetrol"
Xylitol-13C5,71309933,sweet-like,,71309933,C5H12O5,157.11,[13CH2]([13CH]([13CH]([13CH]([13CH2]O)O)O)O)O,C(C(C(C(CO)O)O)O)O,"(1,2,3,4,5-13C5)pentane-1,2,3,4,5-pentol"
D-[2-13C]GALACTOSE,71310055,sweet-like,,71310055,C6H12O6,181.15,C([C@H]([C@@H]([C@@H]([13C@H](C=O)O)O)O)O)O,C(C(C(C(C(C=O)O)O)O)O)O,"(2R,3S,4S,5R)-2,3,4,5,6-pentahydroxy(213C)hexanal"
D-Glucose-2-d1,71310073,sweet-like,,71310073,C6H12O6,181.16,[2H][C@](C=O)([C@H]([C@@H]([C@@H](CO)O)O)O)O,C(C(C(C(C(C=O)O)O)O)O)O,"(2R,3S,4R,5R)-2-deuterio-2,3,4,5,6-pentahydroxyhexanal"
207300-84-3,71310144,sweet-like,,71310144,C42H65NO16,840.0,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6C([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O.N,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C.N,"(2S,3S,4S,5R,6R)-6-[(2S,4S,5S,6S)-2-[[(3S,4aR,6aR,6bS,8aS,11S,12aR,14aR,14bS)-11-carboxy-4,4,6a,6b,8a,11,14b-heptamethyl-14-oxo-2,3,4a,5,6,7,8,9,10,12,12a,14a-dodecahydro-1H-picen-3-yl]oxy]-6-carboxy-4,5-dihydroxyoxan-3-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid;azane"
D-Lactose-1-13C,71310254,sweet-like,,71310254,C12H22O11,343.29,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[13CH]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,"(2R,3R,4S,5R,6S)-2-(hydroxymethyl)-6-[(2R,3S,4R,5R)-4,5,6-trihydroxy-2-(hydroxymethyl)(613C)oxan-3-yl]oxyoxane-3,4,5-triol"
J-013068,71310259,sweet-like,,71310259,C6H12O6,186.11,[13CH2]([13C@H]([13C@H]([13C@@H]([13C](=O)[13CH2]O)O)O)O)O,C(C(C(C(C(=O)CO)O)O)O)O,"(3S,4R,5R)-1,3,4,5,6-pentahydroxy(1,2,3,4,5,6-13C6)hexan-2-one"
Sucrose-13C12,71310301,sweet-like,,71310301,C12H22O11,354.21,[13CH2]([13C@@H]1[13C@H]([13C@@H]([13C@H]([13C@H](O1)O[13C@]2([13C@H]([13C@@H]([13C@H](O2)[13CH2]O)O)O)[13CH2]O)O)O)O)O,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxy(113C)methyl)(2,3,4,5-13C4)oxolan-2-yl]oxy-6-(hydroxy(113C)methyl)(2,3,4,5,6-13C5)oxane-3,4,5-triol"
132144-93-5,71311469,sweet-like,,71311469,C6H14O6,183.16,C([C@H]([C@H]([C@@H]([C@H]([13CH2]O)O)O)O)O)O,C(C(C(C(C(CO)O)O)O)O)O,"(2R,3R,4R,5S)-(613C)hexane-1,2,3,4,5,6-hexol"
112898-07-4,71311644,sweet-like,,71311644,C10H19N7O9P2,443.25,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(N)O)O)O)N.N,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(N)O)O)O)N.N,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxyphosphonamidic acid;azane"
Adenogesic-13C5,71313037,sweet-like,,71313037,C10H13N5O4,272.21,C1=NC(=C2C(=N1)N(C=N2)[13C@H]3[13C@H]([13CH]([13C@H](O3)[13CH2]O)O)O)N,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,"(2R,3S,5R)-2-(6-aminopurin-9-yl)-5-(hydroxy(113C)methyl)(2,3,4,5-13C4)oxolane-3,4-diol"
CID 71313040,71313040,sweet-like,,71313040,C10H12N5O6P,334.17,C1=NC(=C2C(=N1)N(C=N2)[13C@H]3[13C@H]4[13C@@H]([13C@H](O3)[13CH2]O)OP(=O)(O4)O)N,C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N,"[(3aR,4R,6R,6aR)-4-(6-aminopurin-9-yl)-2-hydroxy-2-oxo-3a,4,6,6a-tetrahydro(2,3,4,5-13C4)furano[3,4-d](4,5-13C2)[1,3,2]dioxaphosphol-6-yl](113C)methanol"
CID 71313042,71313042,sweet-like,,71313042,C10H14N5O7P,347.22,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H](C([C@H](O3)CO)O)OP(=O)(O)O)N,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)OP(=O)(O)O)N,"[(2R,3S,5R)-2-(6-aminopurin-9-yl)-4-hydroxy-5-(hydroxymethyl)oxolan-3-yl] dihydrogen phosphate"
"8-Azidoadenosine 5'-Triphosphate, Ammonium Salt DISCONTINUED",71313565,sweet-like,,71313565,C10H27N12O13P3,616.32,C1=NC(=C2C(=N1)N(C(=N2)N=[N+]=[N-])[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N.[NH4+].[NH4+].[NH4+].[NH4+],C1=NC(=C2C(=N1)N(C(=N2)N=[N+]=[N-])C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N.[NH4+].[NH4+].[NH4+].[NH4+],"tetraazanium;[[[(2R,3S,4R,5R)-5-(6-amino-8-azidopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl] phosphate"
CID 71315458,71315458,sweet-like,,71315458,C6H11FO5,182.15,C(C1[C@@H]([C@@H](C(C(O1)O)F)O)O)O,C(C1C(C(C(C(O1)O)F)O)O)O,"(4S,5R)-3-fluoro-6-(hydroxymethyl)oxane-2,4,5-triol"
3-Deoxy-3-fluoro-D-galactose,71315459,sweet-like,,71315459,C6H11FO5,182.15,C(C1[C@@H]([C@@H](C(C(O1)O)O)F)O)O,C(C1C(C(C(C(O1)O)O)F)O)O,"(4S,5S)-4-fluoro-6-(hydroxymethyl)oxane-2,3,5-triol"
4-Deoxy-4-fluoro-D-galactose,71315460,sweet-like,,71315460,C6H11FO5,182.15,C(C1[C@@H]([C@@H](C(C(O1)O)O)O)F)O,C(C1C(C(C(C(O1)O)O)O)F)O,"(4R,5R)-5-fluoro-6-(hydroxymethyl)oxane-2,3,4-triol"
Glucose 6-Fluorohydrin,71315461,sweet-like,,71315461,C6H11FO5,182.15,C(C1[C@@H]([C@@H](C(C(O1)O)O)O)O)F,C(C1C(C(C(C(O1)O)O)O)O)F,"(4S,5R)-6-(fluoromethyl)oxane-2,3,4,5-tetrol"
3-Fluorodeoxyglucose,71315462,sweet-like,,71315462,C6H11FO5,182.15,C(C1[C@H]([C@@H](C(C(O1)O)O)F)O)O,C(C1C(C(C(C(O1)O)O)F)O)O,"(4S,5R)-4-fluoro-6-(hydroxymethyl)oxane-2,3,5-triol"
AKOS030211082,71315463,sweet-like,,71315463,C6H11FO5,182.15,C(C1[C@H]([C@@H](C(C(O1)O)O)O)F)O,C(C1C(C(C(C(O1)O)O)O)F)O,"(4R,5S)-5-fluoro-6-(hydroxymethyl)oxane-2,3,4-triol"
6-Deoxy-6-fluoroglucose,71315464,sweet-like,,71315464,C6H11FO5,182.15,C(C1[C@H]([C@@H](C(C(O1)O)O)O)O)F,C(C1C(C(C(C(O1)O)O)O)O)F,"(4S,5S)-6-(fluoromethyl)oxane-2,3,4,5-tetrol"
4-Deoxy-L-fucose,71315477,sweet-like,,71315477,C6H12O4,148.16,CC1C[C@@H](C(C(O1)O)O)O,CC1CC(C(C(O1)O)O)O,"(4S)-6-methyloxane-2,3,4-triol"
3-deoxy-D-glucose,71315479,sweet-like,,71315479,C6H12O5,164.16,C1[C@@H](C(OC(C1O)O)CO)O,C1C(C(OC(C1O)O)CO)O,"(5S)-6-(hydroxymethyl)oxane-2,3,5-triol"
6-Desoxygalactose,71315513,sweet-like,,71315513,C6H12O5,164.16,CC1[C@H]([C@@H](C(C(O1)O)O)O)O,CC1C(C(C(C(O1)O)O)O)O,"(4S,5S)-6-methyloxane-2,3,4,5-tetrol"
(+)-Digitoxose,71316085,sweet-like,,71316085,C6H12O4,148.16,CC1[C@H]([C@@H](C[C@@H](O1)O)O)O,CC1C(C(CC(O1)O)O)O,"(2R,4R,5S)-6-methyloxane-2,4,5-triol"
Fuc1-|A-2Gal,71316999,sweet-like,,71316999,C12H22O10,326.30,CC1[C@H]([C@@H](C([C@@H](O1)OC2[C@H]([C@H](C(OC2O)CO)O)O)O)O)O,CC1C(C(C(C(O1)OC2C(C(C(OC2O)CO)O)O)O)O)O,"(3S,4S,6S)-2-methyl-6-[(4S,5R)-2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol"
DTXSID70747839,71317000,sweet-like,,71317000,C12H22O10,326.30,CC1[C@@H]([C@H](C([C@H](O1)O[C@@H]2[C@@H](C(C(OC2CO)O)O)O)O)O)O,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O,"(3R,4R,6R)-2-methyl-6-[(3R,4R)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol"
141661-82-7,71317026,sweet-like,,71317026,C11H20O10,312.27,C1[C@H]([C@@H](C([C@@H](O1)O)O)O[C@H]2C([C@H]([C@H](C(O2)CO)O)O)O)O,C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O,"(3R,4S,6S)-2-(hydroxymethyl)-6-[(2R,4S,5R)-2,3,5-trihydroxyoxan-4-yl]oxyoxane-3,4,5-triol"
3-|A-Galactobiose,71317027,sweet-like,,71317027,C12H22O11,342.30,C(C1[C@@H]([C@@H](C([C@H](O1)O[C@H]2[C@H](C(OC(C2O)O)CO)O)O)O)O)O,C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O,"(4S,5S)-6-(hydroxymethyl)-4-[(2R,4S,5R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2,3,5-triol"
Gal1-|A-4Gal,71317028,sweet-like,,71317028,C12H22O11,342.30,C(C1[C@@H]([C@@H](C([C@H](O1)O[C@@H]2[C@@H](C(C(OC2CO)O)O)O)O)O)O)O,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,"(3R,4S,6R)-2-(hydroxymethyl)-6-[(3R,4R)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol"
D-(+)-Turanose,71317085,sweet-like,,71317085,C12H22O11,342.30,C1[C@H]([C@@H](C([C@@](O1)(CO)O)O[C@@H]2C([C@H]([C@@H](C(O2)CO)O)O)O)O)O,C1C(C(C(C(O1)(CO)O)OC2C(C(C(C(O2)CO)O)O)O)O)O,"(2S,4S,5R)-2-(hydroxymethyl)-3-[(2R,4S,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2,4,5-triol"
Glc1-|A-2Gal,71317086,sweet-like,,71317086,C12H22O11,342.30,C([C@H]1[C@H](C(C([C@H](O1)OC2[C@H]([C@H](C(OC2O)CO)O)O)O)O)O)O,C(C1C(C(C(C(O1)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)O,"(4S,5R)-6-(hydroxymethyl)-3-[(2R,5S,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2,4,5-triol"
"NSC 287045-13C,d7",71317094,sweet-like,,71317094,C6H12O6,193.16,[2H][13C@@]1([13C@]([13C](O[13C]([13C]1([2H])O)([2H])O)([2H])[13C]([2H])([2H])O)([2H])O)O,C(C1C(C(C(C(O1)O)O)O)O)O,"(4S,5S)-2,3,4,5,6-pentadeuterio-6-[dideuterio(hydroxy)(113C)methyl](2,3,4,5,6-13C5)oxane-2,3,4,5-tetrol"
"NSC 287045-13C,d7",71317097,sweet-like,,71317097,C6H12O6,188.19,[2H][C@@]1([C@](C(O[13C](C1([2H])O)([2H])O)([2H])C([2H])([2H])O)([2H])O)O,C(C1C(C(C(C(O1)O)O)O)O)O,"(4S,5S)-2,3,4,5,6-pentadeuterio-6-[dideuterio(hydroxy)methyl](213C)oxane-2,3,4,5-tetrol"
D-arabino-Heptopyranose,71317125,sweet-like,,71317125,C7H14O7,210.18,C([C@H](C1[C@H]([C@@H](C(C(O1)O)O)O)O)O)O,C(C(C1C(C(C(C(O1)O)O)O)O)O)O,"(4S,5S)-6-[(1R)-1,2-dihydroxyethyl]oxane-2,3,4,5-tetrol"
CID 71317126,71317126,sweet-like,,71317126,C7H14O7,210.18,C([C@@H](C1[C@H]([C@@H](C(C(O1)O)O)O)O)O)O,C(C(C1C(C(C(C(O1)O)O)O)O)O)O,"(4S,5S)-6-[(1S)-1,2-dihydroxyethyl]oxane-2,3,4,5-tetrol"
1-O-|A-D-Galactopyranosyl-sn-glycerol,71317131,sweet-like,,71317131,C9H18O8,254.23,C(C1[C@@H]([C@@H](C([C@@H](O1)OC[C@H](CO)O)O)O)O)O,C(C1C(C(C(C(O1)OCC(CO)O)O)O)O)O,"(2R,4S,5R)-2-[(2S)-2,3-dihydroxypropoxy]-6-(hydroxymethyl)oxane-3,4,5-triol"
L-(+)-Gulose,71317182,sweet-like,,71317182,C6H12O6,180.16,C(C1[C@H]([C@H](C(C(O1)O)O)O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O,"(4R,5S)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol"
n-Hexyl-|A-D-Glucoside,71317242,sweet-like,,71317242,C12H24O6,264.31,CCCCCCO[C@H]1C([C@H]([C@@H](C(O1)CO)O)O)O,CCCCCCOC1C(C(C(C(O1)CO)O)O)O,"(2R,4S,5S)-2-hexoxy-6-(hydroxymethyl)oxane-3,4,5-triol"
ACMC-209obl,71317374,sweet-like,,71317374,C10H16N5O8P,365.24,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)OP(=O)(O)O)O)N.O,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)OP(=O)(O)O)O)N.O,[5-(6-aminopurin-9-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] dihydrogen phosphate;hydrate
"Diazene, (2-fluorophenyl)[phenyl(phenylhydrazono)methyl]-",71321270,sweet-like,,71321270,C19H15FN4,318.3,C1=CC=C(C=C1)C(=NNC2=CC=CC=C2)N=NC3=CC=CC=C3F,C1=CC=C(C=C1)C(=NNC2=CC=CC=C2)N=NC3=CC=CC=C3F,N'-anilino-N-(2-fluorophenyl)iminobenzenecarboximidamide
